timestamp,plant_id,date,hour,month,weekday,day_of_year,time_category,ambient_temp,module_temp,irradiation,temp_diff_module_ambient,temp_excess,irradiance_category,total_dc_power,total_ac_power,total_daily_yield,efficiency_kwh_kwp,capacity_factor,n_inverters,yield_per_inverter,dc_ac_ratio,is_operating,nominal_capacity
2020-05-15T09:00:00Z,4135001,2020-05-15,9,5,Fri,136,Morning,27.6209698,45.0092326,0.6231526486666666,17.388262799999996,5.009232599999997,High,165598.892858,16211.35,16593.1785714,0.324227,0.324227,22,754.2353896090909,10.214997076616076,1,50000
2020-05-15T09:15:00Z,4135001,2020-05-15,9,5,Fri,136,Morning,27.988362071428575,46.6177065,0.3448840357142857,18.62934442857142,6.617706499999997,Medium,98826.017857,9692.832143,19980.9821428,0.19385664285999998,0.19385664285999998,22,908.2264610363636,10.195783481958932,1,50000
2020-05-15T09:30:00Z,4135001,2020-05-15,9,5,Fri,136,Morning,27.516727866666667,39.136326,0.2492484,11.61959813333333,0,Medium,76522.24999899999,7511.4000001,21888.892856699997,0.150228000002,0.150228000002,22,994.9496753045453,10.187481694222281,1,50000
2020-05-15T09:45:00Z,4135001,2020-05-15,9,5,Fri,136,Morning,27.450107666666668,40.93057693333333,0.5412059773333334,13.48046926666666,0.9305769333333274,High,161370.035715,15793.1124999,24533.3809524,0.315862249998,0.315862249998,22,1115.1536796545454,10.217747496956143,1,50000
2020-05-15T10:00:00Z,4135001,2020-05-15,10,5,Fri,136,Peak_Hours,28.632191866666663,52.5477356,0.670675372,23.91554373333334,12.547735600000003,High,183026.214283,17896.7982142,29346.732144399994,0.357935964284,0.357935964284,22,1333.9423701999997,10.226757439650855,1,50000
2020-05-15T10:15:00Z,4135001,2020-05-15,10,5,Fri,136,Peak_Hours,28.768912733333337,47.633737999999994,0.5722834766666667,18.864825266666656,7.633737999999994,High,158716.553571,15531.949999999997,32973.535714,0.31063899999999994,0.31063899999999994,22,1498.7970779090908,10.218713913642526,1,50000
2020-05-15T10:30:00Z,4135001,2020-05-15,10,5,Fri,136,Peak_Hours,29.35144260000001,49.24972326666666,0.45514838333333335,19.898280666666654,9.249723266666663,Medium,129103.63571500001,12648.5917859,36823.174999,0.252971835718,0.252971835718,22,1673.7806817727273,10.206957256610819,1,50000
2020-05-15T10:45:00Z,4135001,2020-05-15,10,5,Fri,136,Peak_Hours,28.854707866666665,44.048325600000005,0.361961654,15.19361773333334,4.048325600000005,Medium,113123.142857,11091.628928499998,39799.292857,0.22183257856999997,0.22183257856999997,22,1809.0587662272728,10.198965687206638,1,50000
2020-05-15T11:00:00Z,4135001,2020-05-15,11,5,Fri,136,Peak_Hours,29.410819333333336,47.68545339999999,0.6365608813333332,18.274634066666657,7.685453399999993,High,284048.3892675,18936.559284500003,43389.95357400001,0.3787311856900001,0.3787311856900001,22,1972.2706170000004,10.232483778909268,1,50000
2020-05-15T11:15:00Z,4135001,2020-05-15,11,5,Fri,136,Peak_Hours,30.21606228571428,50.00698857142858,0.5857872135714286,19.7909262857143,10.006988571428579,High,160301.22619000002,15683.713690399996,47752.761904,0.31367427380799995,0.31367427380799995,22,2170.5800865454544,10.220871749789747,1,50000
2020-05-15T11:30:00Z,4135001,2020-05-15,11,5,Fri,136,Peak_Hours,30.287072799999997,49.841363599999994,0.5570693833333333,19.554290799999997,9.841363599999994,High,155409.160714,15207.2839286,51726.053571,0.304145678572,0.304145678572,22,2351.1842532272726,10.219389697967397,1,50000
2020-05-15T11:45:00Z,4135001,2020-05-15,11,5,Fri,136,Peak_Hours,30.811049333333333,47.8363832,0.46798686933333333,17.025333866666667,7.8363832,Medium,167668.196427,16401.589285700004,55271.10714199999,0.32803178571400005,0.32803178571400005,22,2512.3230519090907,10.222679857810137,1,50000
2020-05-15T12:00:00Z,4135001,2020-05-15,12,5,Fri,136,Peak_Hours,31.305375066666663,49.183583533333334,0.5149625866666667,17.87820846666667,9.183583533333334,High,155821.696428,15250.8083332,59620.946429,0.305016166664,0.305016166664,22,2710.0430195000004,10.217274587917185,1,50000
2020-05-15T12:15:00Z,4135001,2020-05-15,12,5,Fri,136,Peak_Hours,31.507297733333335,49.84449266666666,0.7878660286666668,18.337194933333326,9.84449266666666,High,209569.39881900002,20477.017856499995,63932.303572000004,0.4095403571299999,0.4095403571299999,22,2906.013798727273,10.234371053814199,1,50000
2020-05-15T12:30:00Z,4135001,2020-05-15,12,5,Fri,136,Peak_Hours,32.147684733333335,52.35325513333333,0.6492476293333334,20.205570399999992,12.353255133333327,High,197884.50001,19341.707142,69163.07142899999,0.38683414284,0.38683414284,22,3143.775974045454,10.23097385133596,1,50000
2020-05-15T12:45:00Z,4135001,2020-05-15,12,5,Fri,136,Peak_Hours,32.39142040000001,50.631239933333326,0.761243312,18.239819533333318,10.631239933333326,High,209419.238093,20470.8976196,73879.196429,0.409417952392,0.409417952392,22,3358.145292227273,10.230095523143554,1,50000
2020-05-15T13:00:00Z,4135001,2020-05-15,13,5,Fri,136,Peak_Hours,32.622796071428574,49.610767714285714,0.4160351014285714,16.98797164285714,9.610767714285714,Medium,129842.35714300002,12721.8767857,77961.321428,0.254437535714,0.254437535714,22,3543.696428545454,10.206226591421562,1,50000
2020-05-15T13:15:00Z,4135001,2020-05-15,13,5,Fri,136,Peak_Hours,32.49706446666666,47.011161333333334,0.489243946,14.514096866666677,7.011161333333334,Medium,149740.55357400002,14665.985714300003,81491.803572,0.29331971428600007,0.29331971428600007,22,3704.172889636364,10.210057236589027,1,50000
2020-05-15T13:30:00Z,4135001,2020-05-15,13,5,Fri,136,Peak_Hours,32.52462140000001,46.669862933333334,0.5745612240000001,14.145241533333326,6.669862933333334,High,175573.464286,17185.658928499997,85448.928572,0.34371317856999994,0.34371317856999994,22,3884.042207818182,10.216277712508079,1,50000
2020-05-15T13:45:00Z,4135001,2020-05-15,13,5,Fri,136,Peak_Hours,32.67847086666667,47.516884133333335,0.560985624,14.838413266666663,7.516884133333335,High,170970.58928400002,16736.742857499998,89618.46428800002,0.33473485714999995,0.33473485714999995,22,4073.5665585454553,10.215284463630592,1,50000
2020-05-15T14:00:00Z,4135001,2020-05-15,14,5,Fri,136,Afternoon,33.763185400000005,49.80390433333333,0.7350834633333333,16.040718933333324,9.803904333333328,High,222438.714294,21747.066070899997,94351.839285,0.43494132141799996,0.43494132141799996,22,4288.7199675,10.228447072759293,1,50000
2020-05-15T14:15:00Z,4135001,2020-05-15,14,5,Fri,136,Afternoon,34.13076993333335,55.030613,0.8936614913333334,20.899843066666655,15.030613000000002,High,259813.28572,25352.546429,100265.46428700001,0.50705092858,0.50705092858,22,4557.521103954546,10.248015379741403,1,50000
2020-05-15T14:30:00Z,4135001,2020-05-15,14,5,Fri,136,Afternoon,34.08138426666667,54.51913673333334,0.4667888240000001,20.437752466666673,14.51913673333334,Medium,142901.932142,13989.196071400002,105649.50714199999,0.279783921428,0.279783921428,22,4802.250324636363,10.215164003180545,1,50000
2020-05-15T14:45:00Z,4135001,2020-05-15,14,5,Fri,136,Afternoon,33.69572221428571,47.61819464285714,0.5421384957142857,13.922472428571432,7.618194642857141,High,160715.529762,15723.055357300003,108951.89881,0.31446110714600006,0.31446110714600006,22,4952.359036818182,10.221647517597903,1,50000
2020-05-15T15:00:00Z,4135001,2020-05-15,15,5,Fri,136,Afternoon,33.89057606666666,46.02908119999999,0.39888854333333335,12.138505133333332,6.029081199999993,Medium,128604.375,12603.7660715,112657.625,0.25207532143,0.25207532143,22,5120.801136363636,10.203646614070689,1,50000
2020-05-15T15:15:00Z,4135001,2020-05-15,15,5,Fri,136,Afternoon,34.043744000000004,44.28609193333333,0.44729214866666667,10.242347933333328,4.286091933333331,Medium,143255.142856,14031.0267857,115985.99999899999,0.280620535714,0.280620535714,22,5272.090909045454,10.209883071565462,1,50000
2020-05-15T15:30:00Z,4135001,2020-05-15,15,5,Fri,136,Afternoon,34.40285233333333,46.7442812,0.5651963973333333,12.341428866666675,6.744281200000003,High,166946.32143,16342.919642700002,119794.52381,0.32685839285400003,0.32685839285400003,22,5445.205627727272,10.215207874718457,1,50000
2020-05-15T15:45:00Z,4135001,2020-05-15,15,5,Fri,136,Afternoon,34.430942666666674,43.9206158,0.34623069333333334,9.489673133333326,3.9206158,Medium,107547.160714,10543.7660713,122858.38095199999,0.21087532142600002,0.21087532142600002,22,5584.471861454545,10.200070827324407,1,50000
2020-05-15T16:00:00Z,4135001,2020-05-15,16,5,Fri,136,Afternoon,34.38115033333334,43.33285333333333,0.35818236999999997,8.951702999999995,3.3328533333333326,Medium,109120.678571,10704.023214299998,125887.767858,0.21408046428599994,0.21408046428599994,22,5722.171266272728,10.194361165549479,1,50000
2020-05-15T16:15:00Z,4135001,2020-05-15,16,5,Fri,136,Afternoon,34.12625693333333,41.007431933333336,0.3288961193333333,6.881175000000006,1.0074319333333364,Medium,99493.017857,9763.4464286,128208.535714,0.195268928572,0.195268928572,22,5827.660714272727,10.190358351898746,1,50000
2020-05-15T16:30:00Z,4135001,2020-05-15,16,5,Fri,136,Afternoon,34.35660993333333,41.28059066666667,0.34495419600000005,6.923980733333337,1.2805906666666687,Medium,104079.607143,10210.664285600002,130816.01785599999,0.20421328571200004,0.20421328571200004,22,5946.182629818181,10.193225850132242,1,50000
2020-05-15T16:45:00Z,4135001,2020-05-15,16,5,Fri,136,Afternoon,33.86159653333333,39.419075933333325,0.26034675800000007,5.557479399999991,0,Medium,77777.19642899999,7643.7595239,133059.16666699998,0.152875190478,0.152875190478,22,6048.14393940909,10.17525423004366,1,50000
2020-05-15T17:00:00Z,4135001,2020-05-15,17,5,Fri,136,Afternoon,33.443313571428575,36.82670364285714,0.1668127414285714,3.3833900714285647,0,Low,49913.767857000006,4894.9928571,134620.839284,0.097899857142,0.097899857142,22,6119.1290583636355,10.196903103668884,1,50000
2020-05-15T17:15:00Z,4135001,2020-05-15,17,5,Fri,136,Afternoon,33.30025473333334,35.852207400000005,0.17389863733333336,2.551952666666665,0,Low,49718.660716,4875.005357200001,135859.303572,0.09750010714400001,0.09750010714400001,22,6175.422889636364,10.198688426581816,1,50000
2020-05-15T17:30:00Z,4135001,2020-05-15,17,5,Fri,136,Afternoon,33.03212220000001,34.3384004,0.08716189,1.306278199999987,0,Low,26248.833333000002,2558.0166667,136646.75,0.051160333334,0.051160333334,22,6211.215909090909,10.261400433665909,1,50000
2020-05-15T17:45:00Z,4135001,2020-05-15,17,5,Fri,136,Afternoon,32.311871133333334,31.548539333333338,0.0384030336,-0.763331799999996,0,Low,11391.25,1102.00535715,137121.857143,0.022040107143,0.022040107143,22,6232.811688318182,10.336837226871552,1,50000
2020-05-15T18:00:00Z,4135001,2020-05-15,18,5,Fri,136,Night_Low,31.13241364285714,30.225331,0.02254493642857143,-0.9070826428571408,0,Low,6505,628.3767857199999,137350.446429,0.012567535714399999,0.012567535714399999,22,6243.202110409091,10.352069248622085,1,50000
2020-05-15T18:15:00Z,4135001,2020-05-15,18,5,Fri,136,Night_Low,29.243110933333337,23.6825074,0.00914994484,-0.5606035333333388,0,Low,2199.2178571100003,212.151785715,137449.607144,0.004243035714299999,0.004243035714299999,22,6247.709415636364,10.36624721162791,1,50000
2020-05-15T18:30:00Z,4135001,2020-05-15,18,5,Fri,136,Night_Low,28.495517999999997,27.285992266666668,0.001841024544,-1.2095257333333294,0,Low,0,0,137473,0,0,22,6248.772727272727,NA,0,50000
2020-05-15T18:45:00Z,4135001,2020-05-15,18,5,Fri,136,Night_Low,27.8840638,25.961946533333332,0,-1.9221172666666675,0,Night,0,0,137473,0,0,22,6248.772727272727,NA,0,50000
2020-05-15T19:00:00Z,4135001,2020-05-15,19,5,Fri,136,Night_Low,27.455975400000003,25.38531306666667,0,-2.0706623333333347,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T19:15:00Z,4135001,2020-05-15,19,5,Fri,136,Night_Low,27.0975484,25.200846400000003,0,-1.8967019999999977,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T19:30:00Z,4135001,2020-05-15,19,5,Fri,136,Night_Low,27.018701133333337,25.745267733333336,1.2538276e-4,-1.2734334000000018,0,Low,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T19:45:00Z,4135001,2020-05-15,19,5,Fri,136,Night_Low,23.787237466666667,22.5114056,1.00219904e-4,-1.2758318666666675,0,Low,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T20:00:00Z,4135001,2020-05-15,20,5,Fri,136,Night_Low,22.66317964285714,20.290725714285713,0,-2.372453928571428,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T20:15:00Z,4135001,2020-05-15,20,5,Fri,136,Night_Low,23.412097066666668,20.736596666666667,0,-2.6755004000000007,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T20:30:00Z,4135001,2020-05-15,20,5,Fri,136,Night_Low,22.30098866666667,20.375416933333337,0,-1.9255717333333315,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T20:45:00Z,4135001,2020-05-15,20,5,Fri,136,Night_Low,22.0374816,20.31280513333333,0,-1.7246764666666685,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T21:00:00Z,4135001,2020-05-15,21,5,Fri,136,Night_Low,22.168518066666667,20.6512674,0,-1.5172506666666692,0,Night,0,0,87463,0,0,14,6247.357142857143,NA,0,50000
2020-05-15T21:15:00Z,4135001,2020-05-15,21,5,Fri,136,Night_Low,22.1193604,20.632086200000003,0,-1.487274199999998,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T21:30:00Z,4135001,2020-05-15,21,5,Fri,136,Night_Low,22.221250333333337,20.75869966666667,0,-1.4625506666666688,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T21:45:00Z,4135001,2020-05-15,21,5,Fri,136,Night_Low,22.236828466666665,20.914416666666668,0,-1.3224117999999976,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T22:00:00Z,4135001,2020-05-15,22,5,Fri,136,Night_Low,22.22185842857143,20.895703928571425,0,-1.3261545000000048,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T22:15:00Z,4135001,2020-05-15,22,5,Fri,136,Night_Low,22.149312533333333,20.732185866666665,0,-1.4171266666666682,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T22:30:00Z,4135001,2020-05-15,22,5,Fri,136,Night_Low,22.104713866666668,20.82985206666667,0,-1.2748617999999965,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T22:45:00Z,4135001,2020-05-15,22,5,Fri,136,Night_Low,22.057079933333338,21.072275666666663,0,-0.984804266666675,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-15T23:00:00Z,4135001,2020-05-15,23,5,Fri,136,Night_Low,22.23601830769231,21.241316538461536,0,-0.9947017692307725,0,Night,0,0,87463,0,0,22,3975.590909090909,NA,0,50000
2020-05-16T02:00:00Z,4135001,2020-05-16,2,5,Sat,137,Night_Low,21.68216,20.072144,0,-1.6100159999999981,0,Night,0,0,0,0,0,20,0,NA,0,50000
2020-05-16T02:15:00Z,4135001,2020-05-16,2,5,Sat,137,Night_Low,21.6884114,19.9192038,0,-1.7692076000000014,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T02:30:00Z,4135001,2020-05-16,2,5,Sat,137,Night_Low,21.510408533333337,19.592691933333334,0,-1.917716600000002,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T02:45:00Z,4135001,2020-05-16,2,5,Sat,137,Night_Low,21.496287,19.6248698,0,-1.8714171999999998,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T03:00:00Z,4135001,2020-05-16,3,5,Sat,137,Night_Low,21.6459126,20.06520593333333,0,-1.5807066666666678,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T03:15:00Z,4135001,2020-05-16,3,5,Sat,137,Night_Low,21.674314200000005,20.11216013333333,0,-1.5621540666666753,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T03:30:00Z,4135001,2020-05-16,3,5,Sat,137,Night_Low,21.731420933333332,20.351884,0,-1.379536933333334,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T03:45:00Z,4135001,2020-05-16,3,5,Sat,137,Night_Low,21.78016573333333,20.50589406666667,0,-1.2742716666666603,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T04:00:00Z,4135001,2020-05-16,4,5,Sat,137,Night_Low,21.858555357142855,20.81391042857143,0,-1.0446449285714259,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T04:15:00Z,4135001,2020-05-16,4,5,Sat,137,Night_Low,21.899910733333332,20.712640333333333,0,-1.1872703999999992,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T04:30:00Z,4135001,2020-05-16,4,5,Sat,137,Night_Low,21.927048533333338,20.72603773333334,0,-1.2010107999999988,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T04:45:00Z,4135001,2020-05-16,4,5,Sat,137,Night_Low,22.028684400000003,20.796402866666664,0,-1.2322815333333388,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T05:00:00Z,4135001,2020-05-16,5,5,Sat,137,Night_Low,21.93278,20.682259199999997,0,-1.2505208000000039,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T05:15:00Z,4135001,2020-05-16,5,5,Sat,137,Night_Low,21.866251666666663,20.472369333333333,0,-1.3938823333333303,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T05:30:00Z,4135001,2020-05-16,5,5,Sat,137,Night_Low,21.876585066666664,20.760192866666667,0,-1.1163921999999964,0,Night,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T05:45:00Z,4135001,2020-05-16,5,5,Sat,137,Night_Low,21.959989266666664,20.5434348,1.471694642e-4,-1.416554466666664,0,Low,0,0,0,0,0,22,0,NA,0,50000
2020-05-16T06:00:00Z,4135001,2020-05-16,6,5,Sat,137,Morning,21.9232375,20.25681407142857,0.00620595937857142,-1.6664234285714308,0,Low,1131.05357143,109.16250000100001,1.5714285719999999,0.0021832500000200004,0.0021832500000200004,22,0.07142857145454545,10.361191539398957,1,50000
2020-05-16T06:15:00Z,4135001,2020-05-16,6,5,Sat,137,Morning,21.860400400000003,20.4303872,0.02363373686666666,-1.4300132000000048,0,Low,7475.339285599999,722.4499999999998,90.732142856,0.014448999999999997,0.014448999999999997,22,4.124188311636363,10.3472064303412,1,50000
2020-05-16T06:30:00Z,4135001,2020-05-16,6,5,Sat,137,Morning,21.985833666666664,21.195638,0.04951496813333333,-0.7901956666666656,0,Low,15531.4285715,1505.2857142900002,364.4285714499999,0.030105714285800004,0.030105714285800004,22,16.564935065909086,10.317927303804732,1,50000
2020-05-16T06:45:00Z,4135001,2020-05-16,6,5,Sat,137,Morning,22.139670733333332,22.18941033333333,0.07926964346666666,0.049739599999998774,0,Low,24837.357141,2414.7017856,844.14285715,0.04829403571200001,0.04829403571200001,22,38.37012987045455,10.285890079311994,1,50000
2020-05-16T07:00:00Z,4135001,2020-05-16,7,5,Sat,137,Morning,22.452713933333335,23.1112346,0.10903796833333336,0.6585206666666643,0,Low,34152.964285,3337.7285714,1554.51785715,0.066754571428,0.066754571428,22,70.65990259772728,10.232397139074328,1,50000
