age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,row_id,segmento_sociodemo,segmento_educacional
60,retired,married,primary,False,60,True,False,,5.0,5.0,219,1,-1,0,,False,19,senior casado,senior no universitario
33,services,married,secondary,False,0,True,False,,5.0,5.0,54,1,-1,0,,False,20,adulto casado,adulto no universitario
28,blue-collar,married,secondary,False,723,True,True,,5.0,5.0,262,1,-1,0,,False,21,otros,joven no universitario
56,management,married,tertiary,False,779,True,False,,5.0,5.0,164,1,-1,0,,False,22,senior casado,senior universitario
32,blue-collar,single,primary,False,23,True,True,,5.0,5.0,160,1,-1,0,,False,23,adulto soltero,adulto no universitario
25,services,married,secondary,False,50,True,False,,5.0,5.0,342,1,-1,0,,False,24,otros,joven no universitario
40,retired,married,primary,False,0,True,True,,5.0,5.0,181,1,-1,0,,False,25,adulto casado,adulto no universitario
44,admin.,married,secondary,False,-372,True,False,,5.0,5.0,172,1,-1,0,,False,26,adulto casado,adulto no universitario
39,management,single,tertiary,False,255,True,False,,5.0,5.0,296,1,-1,0,,False,27,adulto soltero,adulto universitario
52,entrepreneur,married,secondary,False,113,True,True,,5.0,5.0,127,1,-1,0,,False,28,senior casado,senior no universitario
46,management,single,secondary,False,-246,True,False,,5.0,5.0,255,2,-1,0,,False,29,adulto soltero,adulto no universitario
36,technician,single,secondary,False,265,True,True,,5.0,5.0,348,1,-1,0,,False,30,adulto soltero,adulto no universitario
57,technician,married,secondary,False,839,False,True,,5.0,5.0,225,1,-1,0,,False,31,senior casado,senior no universitario
49,management,married,tertiary,False,378,True,False,,5.0,5.0,230,1,-1,0,,False,32,adulto casado,adulto universitario
60,admin.,married,secondary,False,39,True,True,,5.0,5.0,208,1,-1,0,,False,33,senior casado,senior no universitario
59,blue-collar,married,secondary,False,0,True,False,,5.0,5.0,226,1,-1,0,,False,34,senior casado,senior no universitario
51,management,married,tertiary,False,10635,True,False,,5.0,5.0,336,1,-1,0,,False,35,senior casado,senior universitario
57,technician,divorced,secondary,False,63,True,False,,5.0,5.0,242,1,-1,0,,False,36,otros,senior no universitario
25,blue-collar,married,secondary,False,-7,True,False,,5.0,5.0,365,1,-1,0,,False,37,otros,joven no universitario
53,technician,married,secondary,False,-3,False,False,,5.0,5.0,1666,1,-1,0,,False,38,senior casado,senior no universitario
36,admin.,divorced,secondary,False,506,True,False,,5.0,5.0,577,1,-1,0,,False,39,otros,adulto no universitario
37,admin.,single,secondary,False,0,True,False,,5.0,5.0,137,1,-1,0,,False,40,adulto soltero,adulto no universitario
44,services,divorced,secondary,False,2586,True,False,,5.0,5.0,160,1,-1,0,,False,41,otros,adulto no universitario
50,management,married,secondary,False,49,True,False,,5.0,5.0,180,2,-1,0,,False,42,senior casado,senior no universitario
60,blue-collar,married,,False,104,True,False,,5.0,5.0,22,1,-1,0,,False,43,senior casado,otros
54,retired,married,secondary,False,529,True,False,,5.0,5.0,1492,1,-1,0,,False,44,senior casado,senior no universitario
58,retired,married,,False,96,True,False,,5.0,5.0,616,1,-1,0,,False,45,senior casado,otros
36,admin.,single,primary,False,-171,True,False,,5.0,5.0,242,1,-1,0,,False,46,adulto soltero,adulto no universitario
58,self-employed,married,tertiary,False,-364,True,False,,5.0,5.0,355,1,-1,0,,False,47,senior casado,senior universitario
44,technician,married,secondary,False,0,True,False,,5.0,5.0,225,2,-1,0,,False,48,adulto casado,adulto no universitario
55,technician,divorced,secondary,False,0,False,False,,5.0,5.0,160,1,-1,0,,False,49,otros,senior no universitario
29,management,single,tertiary,False,0,True,False,,5.0,5.0,363,1,-1,0,,False,50,joven soltero,joven universitario
54,blue-collar,married,secondary,False,1291,True,False,,5.0,5.0,266,1,-1,0,,False,51,senior casado,senior no universitario
48,management,divorced,tertiary,False,-244,True,False,,5.0,5.0,253,1,-1,0,,False,52,otros,adulto universitario
32,management,married,tertiary,False,0,True,False,,5.0,5.0,179,1,-1,0,,False,53,adulto casado,adulto universitario
42,admin.,single,secondary,False,-76,True,False,,5.0,5.0,787,1,-1,0,,False,54,adulto soltero,adulto no universitario
24,technician,single,secondary,False,-103,True,True,,5.0,5.0,145,1,-1,0,,False,55,joven soltero,joven no universitario
38,entrepreneur,single,tertiary,False,243,False,True,,5.0,5.0,174,1,-1,0,,False,56,adulto soltero,adulto universitario
38,management,single,tertiary,False,424,True,False,,5.0,5.0,104,1,-1,0,,False,57,adulto soltero,adulto universitario
47,blue-collar,married,,False,306,True,False,,5.0,5.0,13,1,-1,0,,False,58,adulto casado,otros
40,blue-collar,single,,False,24,True,False,,5.0,5.0,185,1,-1,0,,False,59,adulto soltero,otros
46,services,married,primary,False,179,True,False,,5.0,5.0,1778,1,-1,0,,False,60,adulto casado,adulto no universitario
32,admin.,married,tertiary,False,0,True,False,,5.0,5.0,138,1,-1,0,,False,61,adulto casado,adulto universitario
53,technician,divorced,secondary,False,989,True,False,,5.0,5.0,812,1,-1,0,,False,62,otros,senior no universitario
57,blue-collar,married,primary,False,249,True,False,,5.0,5.0,164,1,-1,0,,False,63,senior casado,senior no universitario
33,services,married,secondary,False,790,True,False,,5.0,5.0,391,1,-1,0,,False,64,adulto casado,adulto no universitario
49,blue-collar,married,,False,154,True,False,,5.0,5.0,357,1,-1,0,,False,65,adulto casado,otros
51,management,married,tertiary,False,6530,True,False,,5.0,5.0,91,1,-1,0,,False,66,senior casado,senior universitario
60,retired,married,tertiary,False,100,False,False,,5.0,5.0,528,1,-1,0,,False,67,senior casado,senior universitario
59,management,divorced,tertiary,False,59,True,False,,5.0,5.0,273,1,-1,0,,False,68,otros,senior universitario
55,technician,married,secondary,False,1205,True,False,,5.0,5.0,158,2,-1,0,,False,69,senior casado,senior no universitario
35,blue-collar,single,secondary,False,12223,True,True,,5.0,5.0,177,1,-1,0,,False,70,adulto soltero,adulto no universitario
57,blue-collar,married,secondary,False,5935,True,True,,5.0,5.0,258,1,-1,0,,False,71,senior casado,senior no universitario
31,services,married,secondary,False,25,True,True,,5.0,5.0,172,1,-1,0,,False,72,adulto casado,adulto no universitario
54,management,married,secondary,False,282,True,True,,5.0,5.0,154,1,-1,0,,False,73,senior casado,senior no universitario
55,blue-collar,married,primary,False,23,True,False,,5.0,5.0,291,1,-1,0,,False,74,senior casado,senior no universitario
43,technician,married,secondary,False,1937,True,False,,5.0,5.0,181,1,-1,0,,False,75,adulto casado,adulto no universitario
53,technician,married,secondary,False,384,True,False,,5.0,5.0,176,1,-1,0,,False,76,senior casado,senior no universitario
44,blue-collar,married,secondary,False,582,False,True,,5.0,5.0,211,1,-1,0,,False,77,adulto casado,adulto no universitario
55,services,divorced,secondary,False,91,False,False,,5.0,5.0,349,1,-1,0,,False,78,otros,senior no universitario
49,services,divorced,secondary,False,0,True,True,,5.0,5.0,272,1,-1,0,,False,79,otros,adulto no universitario
55,services,divorced,secondary,True,1,True,False,,5.0,5.0,208,1,-1,0,,False,80,otros,senior no universitario
45,admin.,single,secondary,False,206,True,False,,5.0,5.0,193,1,-1,0,,False,81,adulto soltero,adulto no universitario
47,services,divorced,secondary,False,164,False,False,,5.0,5.0,212,1,-1,0,,False,82,otros,adulto no universitario
42,technician,single,secondary,False,690,True,False,,5.0,5.0,20,1,-1,0,,False,83,adulto soltero,adulto no universitario
59,admin.,married,secondary,False,2343,True,False,,5.0,5.0,1042,1,-1,0,,True,84,senior casado,senior no universitario
46,self-employed,married,tertiary,False,137,True,True,,5.0,5.0,246,1,-1,0,,False,85,adulto casado,adulto universitario
51,blue-collar,married,primary,False,173,True,False,,5.0,5.0,529,2,-1,0,,False,86,senior casado,senior no universitario
56,admin.,married,secondary,False,45,False,False,,5.0,5.0,1467,1,-1,0,,True,87,senior casado,senior no universitario
41,technician,married,secondary,False,1270,True,False,,5.0,5.0,1389,1,-1,0,,True,88,adulto casado,adulto no universitario
46,management,divorced,secondary,False,16,True,True,,5.0,5.0,188,2,-1,0,,False,89,otros,adulto no universitario
57,retired,married,secondary,False,486,True,False,,5.0,5.0,180,2,-1,0,,False,90,senior casado,senior no universitario
42,management,single,secondary,False,50,False,False,,5.0,5.0,48,1,-1,0,,False,91,adulto soltero,adulto no universitario
30,technician,married,secondary,False,152,True,True,,5.0,5.0,213,2,-1,0,,False,92,adulto casado,adulto no universitario
60,admin.,married,secondary,False,290,True,False,,5.0,5.0,583,1,-1,0,,False,93,senior casado,senior no universitario
60,blue-collar,married,,False,54,True,False,,5.0,5.0,221,1,-1,0,,False,94,senior casado,otros
57,entrepreneur,divorced,secondary,False,-37,False,False,,5.0,5.0,173,1,-1,0,,False,95,otros,senior no universitario
36,management,married,tertiary,False,101,True,True,,5.0,5.0,426,1,-1,0,,False,96,adulto casado,adulto universitario
55,blue-collar,married,secondary,False,383,False,False,,5.0,5.0,287,1,-1,0,,False,97,senior casado,senior no universitario
60,retired,married,tertiary,False,81,True,False,,5.0,5.0,101,1,-1,0,,False,98,senior casado,senior universitario
39,technician,married,secondary,False,0,True,False,,5.0,5.0,203,1,-1,0,,False,99,adulto casado,adulto no universitario
46,management,married,tertiary,False,229,True,False,,5.0,5.0,197,1,-1,0,,False,100,adulto casado,adulto universitario
44,blue-collar,married,secondary,False,-674,True,False,,5.0,5.0,257,1,-1,0,,False,101,adulto casado,adulto no universitario
53,blue-collar,married,primary,False,90,False,False,,5.0,5.0,124,1,-1,0,,False,102,senior casado,senior no universitario
52,blue-collar,married,primary,False,128,True,False,,5.0,5.0,229,1,-1,0,,False,103,senior casado,senior no universitario
59,blue-collar,married,primary,False,179,True,False,,5.0,5.0,55,3,-1,0,,False,104,senior casado,senior no universitario
27,technician,single,tertiary,False,0,True,False,,5.0,5.0,400,1,-1,0,,False,105,joven soltero,joven universitario
44,blue-collar,married,secondary,False,54,True,False,,5.0,5.0,197,1,-1,0,,False,106,adulto casado,adulto no universitario
47,technician,married,tertiary,False,151,True,False,,5.0,5.0,190,1,-1,0,,False,107,adulto casado,adulto universitario
34,admin.,married,secondary,False,61,False,True,,5.0,5.0,21,1,-1,0,,False,108,adulto casado,adulto no universitario
59,retired,single,secondary,False,30,True,False,,5.0,5.0,514,1,-1,0,,False,109,senior soltero,senior no universitario
45,management,married,tertiary,False,523,True,False,,5.0,5.0,849,2,-1,0,,False,110,adulto casado,adulto universitario
29,services,divorced,secondary,False,31,True,False,,5.0,5.0,194,1,-1,0,,False,111,otros,joven no universitario
46,technician,divorced,secondary,False,79,False,False,,5.0,5.0,144,1,-1,0,,False,112,otros,adulto no universitario
56,self-employed,married,primary,False,-34,True,True,,5.0,5.0,212,2,-1,0,,False,113,senior casado,senior no universitario
36,blue-collar,married,primary,False,448,True,False,,5.0,5.0,286,1,-1,0,,False,114,adulto casado,adulto no universitario
59,retired,divorced,primary,False,81,True,False,,5.0,5.0,107,1,-1,0,,False,115,otros,senior no universitario
44,blue-collar,married,secondary,False,144,True,False,,5.0,5.0,247,2,-1,0,,False,116,adulto casado,adulto no universitario
41,admin.,married,secondary,False,351,True,False,,5.0,5.0,518,1,-1,0,,False,117,adulto casado,adulto no universitario
33,management,single,tertiary,False,-67,True,False,,5.0,5.0,364,1,-1,0,,False,118,adulto soltero,adulto universitario
59,management,divorced,tertiary,False,262,False,False,,5.0,5.0,178,1,-1,0,,False,119,otros,senior universitario
57,technician,married,primary,False,0,False,False,,5.0,5.0,98,1,-1,0,,False,120,senior casado,senior no universitario
56,technician,divorced,,False,56,True,False,,5.0,5.0,439,1,-1,0,,False,121,otros,otros
51,blue-collar,married,secondary,False,26,True,False,,5.0,5.0,79,1,-1,0,,False,122,senior casado,senior no universitario
34,admin.,married,,False,3,True,False,,5.0,5.0,120,3,-1,0,,False,123,adulto casado,otros
43,services,married,secondary,False,41,True,True,,5.0,5.0,127,2,-1,0,,False,124,adulto casado,adulto no universitario
52,technician,married,tertiary,False,7,False,True,,5.0,5.0,175,1,-1,0,,False,125,senior casado,senior universitario
33,technician,single,secondary,False,105,True,False,,5.0,5.0,262,2,-1,0,,False,126,adulto soltero,adulto no universitario
29,admin.,single,secondary,False,818,True,True,,5.0,5.0,61,1,-1,0,,False,127,joven soltero,joven no universitario
34,services,married,secondary,False,-16,True,True,,5.0,5.0,78,1,-1,0,,False,128,adulto casado,adulto no universitario
31,blue-collar,married,secondary,False,0,True,False,,5.0,5.0,143,1,-1,0,,False,129,adulto casado,adulto no universitario
55,services,married,secondary,False,2476,True,False,,5.0,5.0,579,1,-1,0,,True,130,senior casado,senior no universitario
55,management,married,,False,1185,False,False,,5.0,5.0,677,1,-1,0,,False,131,senior casado,otros
32,admin.,single,secondary,False,217,True,False,,5.0,5.0,345,1,-1,0,,False,132,adulto soltero,adulto no universitario
38,technician,single,secondary,False,1685,True,False,,5.0,5.0,185,1,-1,0,,False,133,adulto soltero,adulto no universitario
55,admin.,single,secondary,False,802,True,True,,5.0,5.0,100,2,-1,0,,False,134,senior soltero,senior no universitario
28,unemployed,single,tertiary,False,0,True,False,,5.0,5.0,125,2,-1,0,,False,135,joven soltero,joven universitario
23,blue-collar,married,secondary,False,94,True,False,,5.0,5.0,193,1,-1,0,,False,136,otros,joven no universitario
32,technician,single,secondary,False,0,True,False,,5.0,5.0,136,1,-1,0,,False,137,adulto soltero,adulto no universitario
43,services,single,,False,0,False,False,,5.0,5.0,73,1,-1,0,,False,138,adulto soltero,otros
32,blue-collar,married,secondary,False,517,True,False,,5.0,5.0,528,1,-1,0,,False,139,adulto casado,adulto no universitario
46,blue-collar,married,secondary,False,265,True,False,,5.0,5.0,541,1,-1,0,,False,140,adulto casado,adulto no universitario
53,housemaid,divorced,primary,False,947,True,False,,5.0,5.0,163,1,-1,0,,False,141,otros,senior no universitario
34,self-employed,single,secondary,False,3,True,False,,5.0,5.0,301,1,-1,0,,False,142,adulto soltero,adulto no universitario
57,unemployed,married,tertiary,False,42,False,False,,5.0,5.0,46,1,-1,0,,False,143,senior casado,senior universitario
37,blue-collar,married,secondary,False,37,True,False,,5.0,5.0,204,1,-1,0,,False,144,adulto casado,adulto no universitario
59,blue-collar,married,secondary,False,57,True,False,,5.0,5.0,98,1,-1,0,,False,145,senior casado,senior no universitario
33,services,married,secondary,False,22,True,False,,5.0,5.0,71,1,-1,0,,False,146,adulto casado,adulto no universitario
56,blue-collar,divorced,primary,False,8,True,False,,5.0,5.0,157,2,-1,0,,False,147,otros,senior no universitario
48,unemployed,married,secondary,False,293,True,False,,5.0,5.0,243,1,-1,0,,False,148,adulto casado,adulto no universitario
43,services,married,primary,False,3,True,False,,5.0,5.0,186,2,-1,0,,False,149,adulto casado,adulto no universitario
54,blue-collar,married,primary,False,348,True,False,,5.0,5.0,579,2,-1,0,,False,150,senior casado,senior no universitario
51,blue-collar,married,,False,-19,True,False,,5.0,5.0,163,2,-1,0,,False,151,senior casado,otros
26,student,single,secondary,False,0,True,False,,5.0,5.0,610,2,-1,0,,False,152,joven soltero,joven no universitario
40,management,married,tertiary,False,-4,True,False,,5.0,5.0,2033,1,-1,0,,False,153,adulto casado,adulto universitario
39,management,married,secondary,False,18,True,False,,5.0,5.0,85,1,-1,0,,False,154,adulto casado,adulto no universitario
50,technician,married,primary,False,139,False,False,,5.0,5.0,114,2,-1,0,,False,155,senior casado,senior no universitario
41,services,married,secondary,False,0,True,False,,5.0,5.0,114,2,-1,0,,False,156,adulto casado,adulto no universitario
51,blue-collar,married,,False,1883,True,False,,5.0,5.0,57,1,-1,0,,False,157,senior casado,otros
60,retired,divorced,secondary,False,216,True,False,,5.0,5.0,238,1,-1,0,,False,158,otros,senior no universitario
52,blue-collar,married,secondary,False,782,True,False,,5.0,5.0,93,3,-1,0,,False,159,senior casado,senior no universitario
48,blue-collar,married,secondary,False,904,True,False,,5.0,5.0,128,2,-1,0,,False,160,adulto casado,adulto no universitario
48,services,married,,False,1705,True,False,,5.0,5.0,107,1,-1,0,,False,161,adulto casado,otros
39,technician,single,tertiary,False,47,True,False,,5.0,5.0,181,1,-1,0,,False,162,adulto soltero,adulto universitario
47,services,single,secondary,False,176,True,False,,5.0,5.0,303,2,-1,0,,False,163,adulto soltero,adulto no universitario
40,blue-collar,married,secondary,False,1225,True,False,,5.0,5.0,558,5,-1,0,,False,164,adulto casado,adulto no universitario
45,technician,married,secondary,False,86,True,False,,5.0,5.0,270,1,-1,0,,False,165,adulto casado,adulto no universitario
26,admin.,single,secondary,False,82,True,False,,5.0,5.0,228,1,-1,0,,False,166,joven soltero,joven no universitario
52,management,married,tertiary,False,271,True,False,,5.0,5.0,99,1,-1,0,,False,167,senior casado,senior universitario
54,technician,married,secondary,False,1378,True,False,,5.0,5.0,240,1,-1,0,,False,168,senior casado,senior no universitario
54,admin.,married,tertiary,False,184,False,False,,5.0,5.0,673,2,-1,0,,True,169,senior casado,senior universitario
50,blue-collar,married,primary,False,0,False,False,,5.0,5.0,233,3,-1,0,,False,170,senior casado,senior no universitario
35,blue-collar,married,secondary,False,0,True,False,,5.0,5.0,1056,1,-1,0,,False,171,adulto casado,adulto no universitario
44,services,married,secondary,False,1357,True,True,,5.0,5.0,250,1,-1,0,,False,172,adulto casado,adulto no universitario
53,entrepreneur,married,,False,19,True,False,,5.0,5.0,252,1,-1,0,,False,173,senior casado,otros
35,retired,single,primary,False,434,False,False,,5.0,5.0,138,1,-1,0,,False,174,adulto soltero,adulto no universitario
60,admin.,divorced,secondary,False,92,True,False,,5.0,5.0,130,1,-1,0,,False,175,otros,senior no universitario
53,admin.,divorced,secondary,False,1151,True,False,,5.0,5.0,412,1,-1,0,,False,176,otros,senior no universitario
48,unemployed,married,secondary,False,41,True,False,,5.0,5.0,179,2,-1,0,,False,177,adulto casado,adulto no universitario
34,technician,married,secondary,False,51,True,False,,5.0,5.0,19,2,-1,0,,False,178,adulto casado,adulto no universitario
54,services,married,secondary,False,214,True,False,,5.0,5.0,458,2,-1,0,,False,179,senior casado,senior no universitario
51,management,married,secondary,False,1161,True,False,,5.0,5.0,717,1,-1,0,,False,180,senior casado,senior no universitario
31,services,married,tertiary,False,37,True,False,,5.0,5.0,313,1,-1,0,,False,181,adulto casado,adulto universitario
35,technician,divorced,secondary,False,787,True,False,,5.0,5.0,683,2,-1,0,,False,182,otros,adulto no universitario
35,services,married,secondary,False,59,True,False,,5.0,5.0,1077,1,-1,0,,False,183,adulto casado,adulto no universitario
38,technician,married,secondary,False,253,True,False,,5.0,5.0,416,1,-1,0,,False,184,adulto casado,adulto no universitario
36,admin.,married,tertiary,False,211,True,False,,5.0,5.0,146,2,-1,0,,False,185,adulto casado,adulto universitario
58,retired,married,primary,False,235,True,False,,5.0,5.0,167,1,-1,0,,False,186,senior casado,senior no universitario
40,services,divorced,,False,4384,True,False,,5.0,5.0,315,1,-1,0,,False,187,otros,otros
54,management,married,secondary,False,4080,False,False,,5.0,5.0,140,1,-1,0,,False,188,senior casado,senior no universitario
34,blue-collar,single,secondary,False,53,True,True,,5.0,5.0,346,1,-1,0,,False,189,adulto soltero,adulto no universitario
31,management,single,tertiary,False,0,True,False,,5.0,5.0,562,1,-1,0,,False,190,adulto soltero,adulto universitario
51,retired,married,secondary,False,2127,True,False,,5.0,5.0,172,1,-1,0,,False,191,senior casado,senior no universitario
33,management,married,tertiary,False,377,True,False,,5.0,5.0,217,1,-1,0,,False,192,adulto casado,adulto universitario
55,management,married,tertiary,False,73,True,False,,5.0,5.0,142,2,-1,0,,False,193,senior casado,senior universitario
42,admin.,married,secondary,False,445,True,False,,5.0,5.0,67,1,-1,0,,False,194,adulto casado,adulto no universitario
34,blue-collar,married,secondary,False,243,True,False,,5.0,5.0,291,1,-1,0,,False,195,adulto casado,adulto no universitario
33,blue-collar,single,secondary,False,307,True,False,,5.0,5.0,309,2,-1,0,,False,196,adulto soltero,adulto no universitario
38,services,married,secondary,False,155,True,False,,5.0,5.0,248,1,-1,0,,False,197,adulto casado,adulto no universitario
50,technician,divorced,tertiary,False,173,False,True,,5.0,5.0,98,1,-1,0,,False,198,otros,senior universitario
43,management,married,tertiary,False,400,True,False,,5.0,5.0,256,1,-1,0,,False,199,adulto casado,adulto universitario
61,blue-collar,divorced,primary,False,1428,True,False,,5.0,5.0,82,2,-1,0,,False,200,otros,senior no universitario
47,admin.,married,secondary,False,219,True,False,,5.0,5.0,577,1,-1,0,,False,201,adulto casado,adulto no universitario
48,self-employed,married,tertiary,False,7,True,False,,5.0,5.0,286,1,-1,0,,False,202,adulto casado,adulto universitario
44,blue-collar,married,secondary,False,575,True,False,,5.0,5.0,477,1,-1,0,,False,203,adulto casado,adulto no universitario
35,student,single,,False,298,True,False,,5.0,5.0,611,2,-1,0,,False,204,adulto soltero,otros
35,services,married,secondary,False,0,True,False,,5.0,5.0,471,1,-1,0,,False,205,adulto casado,adulto no universitario
50,services,married,secondary,False,5699,True,False,,5.0,5.0,381,2,-1,0,,False,206,senior casado,senior no universitario
41,management,married,tertiary,False,176,True,True,,5.0,5.0,42,1,-1,0,,False,207,adulto casado,adulto universitario
41,management,married,tertiary,False,517,True,False,,5.0,5.0,251,1,-1,0,,False,208,adulto casado,adulto universitario
39,services,single,,False,257,True,False,,5.0,5.0,408,1,-1,0,,False,209,adulto soltero,otros
42,retired,married,secondary,False,56,True,False,,5.0,5.0,215,1,-1,0,,False,210,adulto casado,adulto no universitario
38,blue-collar,married,secondary,False,-390,True,False,,5.0,5.0,287,1,-1,0,,False,211,adulto casado,adulto no universitario
53,retired,married,secondary,False,330,True,False,,5.0,5.0,216,2,-1,0,,False,212,senior casado,senior no universitario
59,housemaid,divorced,primary,False,195,False,False,,5.0,5.0,366,2,-1,0,,False,213,otros,senior no universitario
36,services,married,secondary,False,301,True,False,,5.0,5.0,210,1,-1,0,,False,214,adulto casado,adulto no universitario
54,blue-collar,married,primary,False,-41,True,False,,5.0,5.0,288,1,-1,0,,False,215,senior casado,senior no universitario
40,technician,married,tertiary,False,483,True,False,,5.0,5.0,168,1,-1,0,,False,216,adulto casado,adulto universitario
47,,married,,False,28,False,False,,5.0,5.0,338,2,-1,0,,False,217,adulto casado,otros
53,unemployed,married,,False,13,False,False,,5.0,5.0,410,3,-1,0,,False,218,senior casado,otros
46,housemaid,married,primary,False,965,False,False,,5.0,5.0,177,1,-1,0,,False,219,adulto casado,adulto no universitario
39,management,married,tertiary,False,378,True,True,,5.0,5.0,127,2,-1,0,,False,220,adulto casado,adulto universitario
40,unemployed,married,secondary,False,219,True,False,,5.0,5.0,357,1,-1,0,,False,221,adulto casado,adulto no universitario
28,blue-collar,married,primary,False,324,True,False,,5.0,5.0,175,1,-1,0,,False,222,otros,joven no universitario
35,entrepreneur,divorced,secondary,False,-69,True,False,,5.0,5.0,300,1,-1,0,,False,223,otros,adulto no universitario
55,retired,married,secondary,False,0,False,True,,5.0,5.0,136,1,-1,0,,False,224,senior casado,senior no universitario
43,technician,divorced,,False,205,True,False,,5.0,5.0,1419,1,-1,0,,False,225,otros,otros
48,blue-collar,married,primary,False,278,True,False,,5.0,5.0,125,2,-1,0,,False,226,adulto casado,adulto no universitario
58,management,married,,False,1065,True,False,,5.0,5.0,213,3,-1,0,,False,227,senior casado,otros
33,management,single,tertiary,False,34,True,False,,5.0,5.0,27,1,-1,0,,False,228,adulto soltero,adulto universitario
36,blue-collar,married,,False,1033,False,False,,5.0,5.0,238,2,-1,0,,False,229,adulto casado,otros
53,services,divorced,secondary,False,1467,True,False,,5.0,5.0,124,1,-1,0,,False,230,otros,senior no universitario
47,blue-collar,married,primary,False,-12,True,False,,5.0,5.0,18,1,-1,0,,False,231,adulto casado,adulto no universitario
31,services,married,secondary,False,388,True,False,,5.0,5.0,730,2,-1,0,,False,232,adulto casado,adulto no universitario
57,entrepreneur,married,secondary,False,294,True,False,,5.0,5.0,746,2,-1,0,,False,233,senior casado,senior no universitario
53,blue-collar,married,,False,1827,False,False,,5.0,5.0,121,1,-1,0,,False,234,senior casado,otros
55,blue-collar,married,primary,False,627,True,False,,5.0,5.0,247,1,-1,0,,False,235,senior casado,senior no universitario
45,blue-collar,married,primary,False,25,True,False,,5.0,5.0,40,1,-1,0,,False,236,adulto casado,adulto no universitario
53,admin.,divorced,secondary,False,315,True,False,,5.0,5.0,181,2,-1,0,,False,237,otros,senior no universitario
37,blue-collar,married,primary,False,0,True,False,,5.0,5.0,79,1,-1,0,,False,238,adulto casado,adulto no universitario
44,admin.,divorced,secondary,False,66,True,False,,5.0,5.0,206,1,-1,0,,False,239,otros,adulto no universitario
49,blue-collar,divorced,primary,False,-9,True,True,,5.0,5.0,389,1,-1,0,,False,240,otros,adulto no universitario
46,technician,married,secondary,False,349,True,True,,5.0,5.0,127,1,-1,0,,False,241,adulto casado,adulto no universitario
43,entrepreneur,married,,False,100,True,False,,5.0,5.0,702,1,-1,0,,False,242,adulto casado,otros
38,admin.,married,secondary,False,0,False,False,,5.0,5.0,151,1,-1,0,,False,243,adulto casado,adulto no universitario
43,technician,married,secondary,False,434,True,False,,5.0,5.0,117,1,-1,0,,False,244,adulto casado,adulto no universitario
49,management,married,tertiary,False,3237,True,False,,5.0,5.0,232,3,-1,0,,False,245,adulto casado,adulto universitario
42,management,married,,False,275,False,False,,5.0,5.0,408,2,-1,0,,False,246,adulto casado,otros
22,blue-collar,single,secondary,False,0,True,False,,5.0,5.0,179,2,-1,0,,False,247,joven soltero,joven no universitario
40,management,married,tertiary,False,207,True,False,,5.0,5.0,39,1,-1,0,,False,248,adulto casado,adulto universitario
39,blue-collar,married,secondary,False,483,True,False,,5.0,5.0,282,1,-1,0,,False,249,adulto casado,adulto no universitario
51,services,married,secondary,False,2248,True,False,,5.0,5.0,714,2,-1,0,,False,250,senior casado,senior no universitario
49,admin.,married,secondary,False,428,True,False,,5.0,5.0,50,1,-1,0,,False,251,adulto casado,adulto no universitario
